;age;geo;sex;isced11;Frequent drinkers;Non-drinkers;Occasional drinkers
2053;From 65 to 74 years;Austria;Females;Tertiary education (levels 5-8);41.8;20.3;37.9
2054;From 65 to 74 years;Austria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);34.2;19.6;46.300000000000004
2058;From 65 to 74 years;Austria;Males;Less than primary, primary and lower secondary education (levels 0-2);55.6;25.8;18.700000000000003
2059;From 65 to 74 years;Austria;Males;Tertiary education (levels 5-8);69.6;9.3;21.099999999999998
2060;From 65 to 74 years;Austria;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);66.6;12.3;21.2
2064;From 65 to 74 years;Belgium;Females;Less than primary, primary and lower secondary education (levels 0-2);35.5;36.6;28.0
2065;From 65 to 74 years;Belgium;Females;Tertiary education (levels 5-8);66.0;10.0;24.0
2066;From 65 to 74 years;Belgium;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);52.7;17.1;30.2
2070;From 65 to 74 years;Belgium;Males;Less than primary, primary and lower secondary education (levels 0-2);56.400000000000006;20.0;23.6
2071;From 65 to 74 years;Belgium;Males;Tertiary education (levels 5-8);82.2;7.7;10.100000000000001
2072;From 65 to 74 years;Belgium;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);71.0;6.6;22.4
2076;From 65 to 74 years;Bulgaria;Females;Less than primary, primary and lower secondary education (levels 0-2);8.9;63.2;27.9
2077;From 65 to 74 years;Bulgaria;Females;Tertiary education (levels 5-8);10.4;52.9;36.8
2078;From 65 to 74 years;Bulgaria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);10.3;53.7;35.900000000000006
2082;From 65 to 74 years;Bulgaria;Males;Less than primary, primary and lower secondary education (levels 0-2);41.099999999999994;24.6;34.4
2083;From 65 to 74 years;Bulgaria;Males;Tertiary education (levels 5-8);38.9;26.9;34.1
2084;From 65 to 74 years;Bulgaria;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);47.1;22.4;30.5
2088;From 65 to 74 years;Croatia;Females;Less than primary, primary and lower secondary education (levels 0-2);9.4;70.9;19.6
2089;From 65 to 74 years;Croatia;Females;Tertiary education (levels 5-8);14.8;47.5;37.7
2090;From 65 to 74 years;Croatia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);7.2;67.0;25.7
2094;From 65 to 74 years;Croatia;Males;Less than primary, primary and lower secondary education (levels 0-2);42.4;38.9;18.8
2095;From 65 to 74 years;Croatia;Males;Tertiary education (levels 5-8);49.8;27.1;23.0
2096;From 65 to 74 years;Croatia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);47.0;27.4;25.6
2100;From 65 to 74 years;Cyprus;Females;Less than primary, primary and lower secondary education (levels 0-2);5.6;76.8;17.6
2101;From 65 to 74 years;Cyprus;Females;Tertiary education (levels 5-8);10.9;60.7;28.4
2102;From 65 to 74 years;Cyprus;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.1;69.0;21.900000000000002
2106;From 65 to 74 years;Cyprus;Males;Less than primary, primary and lower secondary education (levels 0-2);45.6;26.6;27.8
2107;From 65 to 74 years;Cyprus;Males;Tertiary education (levels 5-8);58.599999999999994;19.4;22.0
2108;From 65 to 74 years;Cyprus;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);37.2;22.6;40.1
2112;From 65 to 74 years;Czechia;Females;Less than primary, primary and lower secondary education (levels 0-2);18.900000000000002;28.5;52.5
2113;From 65 to 74 years;Czechia;Females;Tertiary education (levels 5-8);31.5;14.1;54.400000000000006
2114;From 65 to 74 years;Czechia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);25.0;22.8;52.2
2118;From 65 to 74 years;Czechia;Males;Less than primary, primary and lower secondary education (levels 0-2);65.7;16.5;17.8
2119;From 65 to 74 years;Czechia;Males;Tertiary education (levels 5-8);59.2;9.7;31.2
2120;From 65 to 74 years;Czechia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);69.3;8.7;22.1
2124;From 65 to 74 years;Denmark;Females;Less than primary, primary and lower secondary education (levels 0-2);46.400000000000006;16.8;36.8
2125;From 65 to 74 years;Denmark;Females;Tertiary education (levels 5-8);73.2;3.0;23.9
2126;From 65 to 74 years;Denmark;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);71.4;5.6;23.0
2130;From 65 to 74 years;Denmark;Males;Less than primary, primary and lower secondary education (levels 0-2);74.6;3.8;21.5
2131;From 65 to 74 years;Denmark;Males;Tertiary education (levels 5-8);85.9;1.8;12.2
2132;From 65 to 74 years;Denmark;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);81.9;5.1;12.9
2136;From 65 to 74 years;Estonia;Females;Less than primary, primary and lower secondary education (levels 0-2);2.1;36.9;61.0
2137;From 65 to 74 years;Estonia;Females;Tertiary education (levels 5-8);4.6;30.3;65.1
2138;From 65 to 74 years;Estonia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.9;31.3;66.9
2142;From 65 to 74 years;Estonia;Males;Less than primary, primary and lower secondary education (levels 0-2);24.7;20.1;55.2
2143;From 65 to 74 years;Estonia;Males;Tertiary education (levels 5-8);26.4;18.5;55.1
2144;From 65 to 74 years;Estonia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);20.6;15.9;63.6
2148;From 65 to 74 years;Finland;Females;Less than primary, primary and lower secondary education (levels 0-2);21.2;30.3;48.400000000000006
2149;From 65 to 74 years;Finland;Females;Tertiary education (levels 5-8);39.7;16.3;44.0
2150;From 65 to 74 years;Finland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);21.8;26.3;51.8
2151;From 65 to 74 years;Finland;Males;Less than primary, primary and lower secondary education (levels 0-2);35.800000000000004;23.2;41.1
2152;From 65 to 74 years;Finland;Males;Tertiary education (levels 5-8);67.7;10.3;22.0
2153;From 65 to 74 years;Finland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.900000000000006;18.1;41.900000000000006
2160;From 65 to 74 years;Germany;Females;Less than primary, primary and lower secondary education (levels 0-2);34.199999999999996;24.4;41.5
2161;From 65 to 74 years;Germany;Females;Tertiary education (levels 5-8);49.8;12.5;37.8
2162;From 65 to 74 years;Germany;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);47.6;13.0;39.3
2166;From 65 to 74 years;Germany;Males;Less than primary, primary and lower secondary education (levels 0-2);57.2;15.4;27.4
2167;From 65 to 74 years;Germany;Males;Tertiary education (levels 5-8);73.7;7.1;19.2
2168;From 65 to 74 years;Germany;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);66.0;13.3;20.7
2172;From 65 to 74 years;Greece;Females;Less than primary, primary and lower secondary education (levels 0-2);10.7;62.5;26.9
2173;From 65 to 74 years;Greece;Females;Tertiary education (levels 5-8);33.0;42.4;24.5
2174;From 65 to 74 years;Greece;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);20.9;45.2;34.0
2178;From 65 to 74 years;Greece;Males;Less than primary, primary and lower secondary education (levels 0-2);43.3;28.0;28.700000000000003
2179;From 65 to 74 years;Greece;Males;Tertiary education (levels 5-8);43.1;8.5;48.4
2180;From 65 to 74 years;Greece;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);48.4;21.8;29.8
2184;From 65 to 74 years;Hungary;Females;Less than primary, primary and lower secondary education (levels 0-2);12.0;58.3;29.7
2185;From 65 to 74 years;Hungary;Females;Tertiary education (levels 5-8);17.0;45.8;37.2
2186;From 65 to 74 years;Hungary;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);12.2;51.5;36.3
2190;From 65 to 74 years;Hungary;Males;Less than primary, primary and lower secondary education (levels 0-2);39.3;39.2;21.5
2191;From 65 to 74 years;Hungary;Males;Tertiary education (levels 5-8);60.1;11.0;28.9
2192;From 65 to 74 years;Hungary;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);56.099999999999994;17.9;26.0
2196;From 65 to 74 years;Iceland;Females;Less than primary, primary and lower secondary education (levels 0-2);13.4;31.6;55.0
2197;From 65 to 74 years;Iceland;Females;Tertiary education (levels 5-8);23.8;12.6;63.7
2198;From 65 to 74 years;Iceland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);19.3;22.5;58.2
2202;From 65 to 74 years;Iceland;Males;Less than primary, primary and lower secondary education (levels 0-2);22.3;22.4;55.2
2203;From 65 to 74 years;Iceland;Males;Tertiary education (levels 5-8);46.4;10.7;43.0
2204;From 65 to 74 years;Iceland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);31.6;21.1;47.3
2208;From 65 to 74 years;Ireland;Females;Less than primary, primary and lower secondary education (levels 0-2);26.2;37.7;36.1
2209;From 65 to 74 years;Ireland;Females;Tertiary education (levels 5-8);52.199999999999996;17.0;30.700000000000003
2210;From 65 to 74 years;Ireland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);44.0;25.5;30.6
2214;From 65 to 74 years;Ireland;Males;Less than primary, primary and lower secondary education (levels 0-2);49.2;27.6;23.2
2215;From 65 to 74 years;Ireland;Males;Tertiary education (levels 5-8);65.8;11.8;22.4
2216;From 65 to 74 years;Ireland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);52.7;24.5;22.8
2220;From 65 to 74 years;Latvia;Females;Less than primary, primary and lower secondary education (levels 0-2);1.7;53.6;44.7
2221;From 65 to 74 years;Latvia;Females;Tertiary education (levels 5-8);9.799999999999999;30.7;59.4
2222;From 65 to 74 years;Latvia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);2.0;41.2;56.8
2226;From 65 to 74 years;Latvia;Males;Less than primary, primary and lower secondary education (levels 0-2);15.6;19.4;64.9
2227;From 65 to 74 years;Latvia;Males;Tertiary education (levels 5-8);19.6;15.8;64.7
2228;From 65 to 74 years;Latvia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);19.0;18.5;62.5
2232;From 65 to 74 years;Lithuania;Females;Less than primary, primary and lower secondary education (levels 0-2);4.7;52.2;43.1
2233;From 65 to 74 years;Lithuania;Females;Tertiary education (levels 5-8);5.2;40.2;54.599999999999994
2234;From 65 to 74 years;Lithuania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.1;44.2;54.599999999999994
2238;From 65 to 74 years;Lithuania;Males;Less than primary, primary and lower secondary education (levels 0-2);21.1;21.9;57.0
2239;From 65 to 74 years;Lithuania;Males;Tertiary education (levels 5-8);18.6;35.7;45.7
2240;From 65 to 74 years;Lithuania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);13.4;27.0;59.7
2244;From 65 to 74 years;Luxembourg;Females;Less than primary, primary and lower secondary education (levels 0-2);49.099999999999994;24.1;26.799999999999997
2245;From 65 to 74 years;Luxembourg;Females;Tertiary education (levels 5-8);62.3;15.4;22.299999999999997
2246;From 65 to 74 years;Luxembourg;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);54.7;15.8;29.5
2250;From 65 to 74 years;Luxembourg;Males;Less than primary, primary and lower secondary education (levels 0-2);73.1;12.4;14.399999999999999
2251;From 65 to 74 years;Luxembourg;Males;Tertiary education (levels 5-8);77.3;5.5;17.3
2252;From 65 to 74 years;Luxembourg;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);81.6;6.1;12.200000000000001
2256;From 65 to 74 years;Malta;Females;Less than primary, primary and lower secondary education (levels 0-2);18.1;44.0;37.900000000000006
2257;From 65 to 74 years;Malta;Females;Tertiary education (levels 5-8);0.0;0.0;0.0
2258;From 65 to 74 years;Malta;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;0.0;0.0
2262;From 65 to 74 years;Malta;Males;Less than primary, primary and lower secondary education (levels 0-2);43.7;20.6;35.7
2263;From 65 to 74 years;Malta;Males;Tertiary education (levels 5-8);58.5;8.7;32.8
2264;From 65 to 74 years;Malta;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);52.1;28.3;19.6
2274;From 65 to 74 years;Norway;Females;Less than primary, primary and lower secondary education (levels 0-2);28.2;25.3;46.5
2275;From 65 to 74 years;Norway;Females;Tertiary education (levels 5-8);53.800000000000004;14.0;32.1
2276;From 65 to 74 years;Norway;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);37.1;20.3;42.5
2280;From 65 to 74 years;Norway;Males;Less than primary, primary and lower secondary education (levels 0-2);43.7;13.1;43.2
2281;From 65 to 74 years;Norway;Males;Tertiary education (levels 5-8);62.0;14.2;23.8
2282;From 65 to 74 years;Norway;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.2;13.9;32.9
2286;From 65 to 74 years;Poland;Females;Less than primary, primary and lower secondary education (levels 0-2);2.1;66.1;31.8
2287;From 65 to 74 years;Poland;Females;Tertiary education (levels 5-8);10.100000000000001;31.6;58.4
2288;From 65 to 74 years;Poland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.1;46.7;50.1
2292;From 65 to 74 years;Poland;Males;Less than primary, primary and lower secondary education (levels 0-2);15.899999999999999;32.5;51.5
2293;From 65 to 74 years;Poland;Males;Tertiary education (levels 5-8);23.5;16.8;59.8
2294;From 65 to 74 years;Poland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);19.7;24.3;56.1
2298;From 65 to 74 years;Portugal;Females;Less than primary, primary and lower secondary education (levels 0-2);29.299999999999997;56.3;14.3
2299;From 65 to 74 years;Portugal;Females;Tertiary education (levels 5-8);41.3;36.1;22.6
2300;From 65 to 74 years;Portugal;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);26.8;31.9;41.3
2304;From 65 to 74 years;Portugal;Males;Less than primary, primary and lower secondary education (levels 0-2);73.4;15.1;11.5
2305;From 65 to 74 years;Portugal;Males;Tertiary education (levels 5-8);80.5;9.7;9.8
2306;From 65 to 74 years;Portugal;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);78.2;5.7;16.2
2310;From 65 to 74 years;Romania;Females;Less than primary, primary and lower secondary education (levels 0-2);7.2;63.9;28.9
2311;From 65 to 74 years;Romania;Females;Tertiary education (levels 5-8);4.800000000000001;70.9;24.2
2312;From 65 to 74 years;Romania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.2;66.7;30.1
2316;From 65 to 74 years;Romania;Males;Less than primary, primary and lower secondary education (levels 0-2);39.3;26.8;33.800000000000004
2317;From 65 to 74 years;Romania;Males;Tertiary education (levels 5-8);31.1;31.7;37.3
2318;From 65 to 74 years;Romania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);32.7;28.4;38.9
2328;From 65 to 74 years;Slovakia;Females;Less than primary, primary and lower secondary education (levels 0-2);3.2;63.1;33.7
2329;From 65 to 74 years;Slovakia;Females;Tertiary education (levels 5-8);5.8;34.2;60.0
2330;From 65 to 74 years;Slovakia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);4.5;43.7;51.8
2334;From 65 to 74 years;Slovakia;Males;Less than primary, primary and lower secondary education (levels 0-2);32.5;24.9;42.5
2335;From 65 to 74 years;Slovakia;Males;Tertiary education (levels 5-8);28.8;19.0;52.2
2336;From 65 to 74 years;Slovakia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);29.900000000000002;28.0;42.1
2340;From 65 to 74 years;Slovenia;Females;Less than primary, primary and lower secondary education (levels 0-2);21.2;46.6;32.2
2341;From 65 to 74 years;Slovenia;Females;Tertiary education (levels 5-8);28.8;25.4;45.9
2342;From 65 to 74 years;Slovenia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);29.099999999999998;22.9;48.099999999999994
2346;From 65 to 74 years;Slovenia;Males;Less than primary, primary and lower secondary education (levels 0-2);45.9;32.4;21.700000000000003
2347;From 65 to 74 years;Slovenia;Males;Tertiary education (levels 5-8);77.1;10.4;12.5
2348;From 65 to 74 years;Slovenia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);57.2;22.2;20.7
2352;From 65 to 74 years;Spain;Females;Less than primary, primary and lower secondary education (levels 0-2);19.1;55.8;25.1
2353;From 65 to 74 years;Spain;Females;Tertiary education (levels 5-8);50.6;36.2;13.2
2354;From 65 to 74 years;Spain;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);28.200000000000003;33.6;38.2
2358;From 65 to 74 years;Spain;Males;Less than primary, primary and lower secondary education (levels 0-2);58.5;23.6;17.9
2359;From 65 to 74 years;Spain;Males;Tertiary education (levels 5-8);65.6;15.1;19.299999999999997
2360;From 65 to 74 years;Spain;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);65.1;17.0;17.9
2364;From 65 to 74 years;Sweden;Females;Less than primary, primary and lower secondary education (levels 0-2);40.2;27.0;32.9
2365;From 65 to 74 years;Sweden;Females;Tertiary education (levels 5-8);60.699999999999996;7.1;32.3
2366;From 65 to 74 years;Sweden;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);42.2;10.2;47.6
2370;From 65 to 74 years;Sweden;Males;Less than primary, primary and lower secondary education (levels 0-2);49.8;12.9;37.3
2371;From 65 to 74 years;Sweden;Males;Tertiary education (levels 5-8);72.0;6.5;21.4
2372;From 65 to 74 years;Sweden;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);54.3;14.9;30.799999999999997
2376;From 65 to 74 years;Türkiye;Females;Less than primary, primary and lower secondary education (levels 0-2);0.0;99.6;0.4
2377;From 65 to 74 years;Türkiye;Females;Tertiary education (levels 5-8);3.3;78.0;18.7
2378;From 65 to 74 years;Türkiye;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);0.0;86.4;13.600000000000001
2382;From 65 to 74 years;Türkiye;Males;Less than primary, primary and lower secondary education (levels 0-2);3.5;89.5;7.0
2383;From 65 to 74 years;Türkiye;Males;Tertiary education (levels 5-8);3.5;61.4;35.0
2384;From 65 to 74 years;Türkiye;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);3.2;80.4;16.4
2388;From 65 to 74 years;United Kingdom;Females;Less than primary, primary and lower secondary education (levels 0-2);40.1;26.4;33.5
2389;From 65 to 74 years;United Kingdom;Females;Tertiary education (levels 5-8);64.4;12.0;23.5
2390;From 65 to 74 years;United Kingdom;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);49.2;19.9;30.9
2391;From 65 to 74 years;United Kingdom;Males;Less than primary, primary and lower secondary education (levels 0-2);55.099999999999994;18.1;26.9
2392;From 65 to 74 years;United Kingdom;Males;Tertiary education (levels 5-8);81.1;5.5;13.4
2393;From 65 to 74 years;United Kingdom;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);68.4;10.2;21.3
