;Unnamed: 0;frequenc;isced11;sex;age;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG;frequenc_simplified
801;801;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Türkiye;2019;0.0;;Frequent drinkers
802;802;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;United Kingdom;2014;3.1;;Frequent drinkers
865;865;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Austria;2014;2.9;;Frequent drinkers
866;866;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Austria;2019;3.1;;Frequent drinkers
867;867;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Belgium;2014;10.1;u;Frequent drinkers
868;868;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Belgium;2019;8.2;;Frequent drinkers
869;869;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Bulgaria;2014;1.1;;Frequent drinkers
870;870;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Bulgaria;2019;4.2;;Frequent drinkers
871;871;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Cyprus;2014;0.8;;Frequent drinkers
872;872;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Cyprus;2019;0.0;;Frequent drinkers
873;873;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Czechia;2014;6.0;;Frequent drinkers
874;874;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Czechia;2019;2.2;;Frequent drinkers
875;875;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Germany;2014;7.6;;Frequent drinkers
876;876;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Germany;2019;2.5;;Frequent drinkers
877;877;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Denmark;2014;9.3;;Frequent drinkers
878;878;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Denmark;2019;3.3;;Frequent drinkers
879;879;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Estonia;2014;0.0;;Frequent drinkers
880;880;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Estonia;2019;0.0;u;Frequent drinkers
881;881;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Greece;2014;3.2;;Frequent drinkers
882;882;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Greece;2019;1.0;;Frequent drinkers
883;883;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Spain;2014;10.7;;Frequent drinkers
884;884;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Spain;2019;8.4;;Frequent drinkers
888;888;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Finland;2014;2.6;;Frequent drinkers
889;889;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;France;2019;5.2;;Frequent drinkers
890;890;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Croatia;2014;4.2;;Frequent drinkers
891;891;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Croatia;2019;2.7;;Frequent drinkers
892;892;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Hungary;2014;3.4;;Frequent drinkers
893;893;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Hungary;2019;0.0;;Frequent drinkers
894;894;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Ireland;2014;1.1;;Frequent drinkers
895;895;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Ireland;2019;0.0;;Frequent drinkers
896;896;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Iceland;2014;0.0;;Frequent drinkers
897;897;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Iceland;2019;2.4;;Frequent drinkers
900;900;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Lithuania;2014;0.0;u;Frequent drinkers
902;902;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Luxembourg;2014;8.0;;Frequent drinkers
903;903;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Luxembourg;2019;7.5;;Frequent drinkers
904;904;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Latvia;2014;0.0;;Frequent drinkers
905;905;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Latvia;2019;0.0;u;Frequent drinkers
906;906;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Malta;2014;5.7;;Frequent drinkers
907;907;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Malta;2019;5.8;;Frequent drinkers
908;908;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Netherlands;2019;4.4;;Frequent drinkers
909;909;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Norway;2014;0.0;;Frequent drinkers
910;910;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Norway;2019;1.2;;Frequent drinkers
911;911;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Poland;2014;0.9;;Frequent drinkers
912;912;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Poland;2019;0.0;;Frequent drinkers
913;913;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Portugal;2014;19.2;;Frequent drinkers
914;914;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Portugal;2019;21.0;;Frequent drinkers
915;915;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Romania;2014;1.5;;Frequent drinkers
916;916;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Romania;2019;0.5;;Frequent drinkers
917;917;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Serbia;2019;0.8;u;Frequent drinkers
918;918;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Sweden;2014;1.1;;Frequent drinkers
919;919;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Sweden;2019;0.0;;Frequent drinkers
920;920;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovenia;2014;3.6;;Frequent drinkers
921;921;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovenia;2019;4.1;;Frequent drinkers
922;922;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovakia;2014;0.0;;Frequent drinkers
923;923;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Slovakia;2019;0.0;;Frequent drinkers
924;924;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Türkiye;2014;0.1;;Frequent drinkers
925;925;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Türkiye;2019;0.0;;Frequent drinkers
926;926;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;United Kingdom;2014;6.9;;Frequent drinkers
1051;1051;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Austria;2014;3.3;;Frequent drinkers
1052;1052;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Austria;2019;4.0;;Frequent drinkers
1053;1053;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Belgium;2014;11.7;u;Frequent drinkers
1054;1054;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Belgium;2019;5.0;;Frequent drinkers
1055;1055;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Bulgaria;2014;2.2;;Frequent drinkers
1056;1056;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Bulgaria;2019;2.7;;Frequent drinkers
1057;1057;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Cyprus;2014;0.8;;Frequent drinkers
1058;1058;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Cyprus;2019;0.3;;Frequent drinkers
1059;1059;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Czechia;2014;2.7;;Frequent drinkers
1060;1060;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Czechia;2019;2.8;;Frequent drinkers
1061;1061;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Germany;2014;7.4;;Frequent drinkers
1062;1062;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Germany;2019;5.2;;Frequent drinkers
1063;1063;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Denmark;2014;14.4;;Frequent drinkers
1064;1064;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Denmark;2019;12.0;;Frequent drinkers
1065;1065;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Estonia;2014;0.4;;Frequent drinkers
1066;1066;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Estonia;2019;0.0;;Frequent drinkers
1067;1067;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Greece;2014;3.8;;Frequent drinkers
1068;1068;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Greece;2019;2.5;;Frequent drinkers
1069;1069;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Spain;2014;11.3;;Frequent drinkers
1070;1070;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Spain;2019;9.6;;Frequent drinkers
1074;1074;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Finland;2014;1.0;;Frequent drinkers
1075;1075;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;France;2019;10.3;;Frequent drinkers
1076;1076;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Croatia;2014;5.7;;Frequent drinkers
1077;1077;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Croatia;2019;8.0;;Frequent drinkers
1078;1078;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Hungary;2014;6.5;;Frequent drinkers
1079;1079;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Hungary;2019;1.9;;Frequent drinkers
1080;1080;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Ireland;2014;1.3;;Frequent drinkers
1081;1081;Every day;Less than primary, primary and lower secondary education (levels 0-2);Females;65 years or over;Ireland;2019;1.4;;Frequent drinkers
