;age;geo;sex;quant_inc;Frequent drinkers;Non-drinkers;Occasional drinkers;clusters
2848;From 45 to 54 years;United Kingdom;Males;Second quintile;55.9;20.8;23.200000000000003;0
2849;From 45 to 54 years;United Kingdom;Males;Third quintile;62.2;12.1;25.6;0
2850;From 55 to 64 years;Austria;Females;Fifth quintile;45.3;10.2;44.5;0
2851;From 55 to 64 years;Austria;Females;First quintile;18.0;30.4;51.5;2
2852;From 55 to 64 years;Austria;Females;Fourth quintile;32.2;13.9;53.9;3
2853;From 55 to 64 years;Austria;Females;Second quintile;30.4;17.8;51.699999999999996;3
2854;From 55 to 64 years;Austria;Females;Third quintile;23.6;30.0;46.4;2
2860;From 55 to 64 years;Austria;Males;Fifth quintile;70.8;5.0;24.200000000000003;0
2861;From 55 to 64 years;Austria;Males;First quintile;42.7;26.2;31.0;0
2862;From 55 to 64 years;Austria;Males;Fourth quintile;63.7;8.5;27.799999999999997;0
2863;From 55 to 64 years;Austria;Males;Second quintile;54.1;16.8;29.1;0
2864;From 55 to 64 years;Austria;Males;Third quintile;66.2;5.5;28.299999999999997;0
2870;From 55 to 64 years;Belgium;Females;Fifth quintile;61.5;8.8;29.700000000000003;0
2871;From 55 to 64 years;Belgium;Females;First quintile;45.1;32.1;22.8;0
2872;From 55 to 64 years;Belgium;Females;Fourth quintile;49.9;13.6;36.5;0
2873;From 55 to 64 years;Belgium;Females;Second quintile;46.5;28.9;24.7;0
2874;From 55 to 64 years;Belgium;Females;Third quintile;51.8;13.7;34.5;0
2880;From 55 to 64 years;Belgium;Males;Fifth quintile;77.9;5.6;16.5;0
2881;From 55 to 64 years;Belgium;Males;First quintile;55.8;23.8;20.4;0
2882;From 55 to 64 years;Belgium;Males;Fourth quintile;76.9;9.6;13.399999999999999;0
2883;From 55 to 64 years;Belgium;Males;Second quintile;63.8;15.9;20.3;0
2884;From 55 to 64 years;Belgium;Males;Third quintile;72.6;11.5;16.0;0
2890;From 55 to 64 years;Bulgaria;Females;Fifth quintile;23.8;32.0;44.2;2
2891;From 55 to 64 years;Bulgaria;Females;First quintile;11.6;52.7;35.7;2
2892;From 55 to 64 years;Bulgaria;Females;Fourth quintile;17.1;41.5;41.4;2
2893;From 55 to 64 years;Bulgaria;Females;Second quintile;13.9;51.7;34.5;2
2894;From 55 to 64 years;Bulgaria;Females;Third quintile;6.0;60.5;33.5;1
2900;From 55 to 64 years;Bulgaria;Males;Fifth quintile;58.599999999999994;13.1;28.1;0
2901;From 55 to 64 years;Bulgaria;Males;First quintile;55.8;20.9;23.200000000000003;0
2902;From 55 to 64 years;Bulgaria;Males;Fourth quintile;56.2;14.5;29.4;0
2903;From 55 to 64 years;Bulgaria;Males;Second quintile;41.1;16.0;42.900000000000006;0
2904;From 55 to 64 years;Bulgaria;Males;Third quintile;46.9;23.8;29.3;0
2910;From 55 to 64 years;Croatia;Females;Fifth quintile;38.3;33.6;28.099999999999998;2
2911;From 55 to 64 years;Croatia;Females;First quintile;9.399999999999999;69.0;21.7;1
2912;From 55 to 64 years;Croatia;Females;Fourth quintile;18.2;62.1;19.7;1
2913;From 55 to 64 years;Croatia;Females;Second quintile;10.0;63.6;26.5;1
2914;From 55 to 64 years;Croatia;Females;Third quintile;13.0;63.0;24.0;1
2920;From 55 to 64 years;Croatia;Males;Fifth quintile;54.3;22.5;23.1;0
2921;From 55 to 64 years;Croatia;Males;First quintile;53.1;23.2;23.7;0
2922;From 55 to 64 years;Croatia;Males;Fourth quintile;45.4;24.6;29.9;0
2923;From 55 to 64 years;Croatia;Males;Second quintile;45.099999999999994;25.3;29.6;0
2924;From 55 to 64 years;Croatia;Males;Third quintile;47.4;29.8;22.8;0
2930;From 55 to 64 years;Cyprus;Females;Fifth quintile;13.9;68.1;18.0;1
2931;From 55 to 64 years;Cyprus;Females;First quintile;5.5;74.5;20.0;1
2932;From 55 to 64 years;Cyprus;Females;Fourth quintile;5.4;63.4;31.200000000000003;1
2933;From 55 to 64 years;Cyprus;Females;Second quintile;5.3;68.6;26.1;1
2934;From 55 to 64 years;Cyprus;Females;Third quintile;11.7;72.2;16.0;1
2940;From 55 to 64 years;Cyprus;Males;Fifth quintile;49.2;16.2;34.6;0
2941;From 55 to 64 years;Cyprus;Males;First quintile;42.8;27.7;29.5;0
2942;From 55 to 64 years;Cyprus;Males;Fourth quintile;40.7;28.6;30.599999999999998;0
2943;From 55 to 64 years;Cyprus;Males;Second quintile;30.9;30.9;38.2;2
2944;From 55 to 64 years;Cyprus;Males;Third quintile;41.5;30.7;27.8;0
2950;From 55 to 64 years;Czechia;Females;Fifth quintile;42.5;9.2;48.3;0
2951;From 55 to 64 years;Czechia;Females;First quintile;20.8;23.8;55.4;3
2952;From 55 to 64 years;Czechia;Females;Fourth quintile;31.299999999999997;17.4;51.400000000000006;3
2953;From 55 to 64 years;Czechia;Females;Second quintile;14.399999999999999;23.1;62.5;3
2954;From 55 to 64 years;Czechia;Females;Third quintile;28.8;18.5;52.6;3
2960;From 55 to 64 years;Czechia;Males;Fifth quintile;76.6;5.2;18.2;0
2961;From 55 to 64 years;Czechia;Males;First quintile;69.4;14.7;16.0;0
2962;From 55 to 64 years;Czechia;Males;Fourth quintile;68.9;7.4;23.6;0
2963;From 55 to 64 years;Czechia;Males;Second quintile;63.7;6.7;29.7;0
2964;From 55 to 64 years;Czechia;Males;Third quintile;62.300000000000004;10.8;27.0;0
2970;From 55 to 64 years;Denmark;Females;Fifth quintile;64.6;6.3;29.200000000000003;0
2971;From 55 to 64 years;Denmark;Females;First quintile;47.5;10.2;42.3;0
2972;From 55 to 64 years;Denmark;Females;Fourth quintile;61.7;4.3;33.9;0
2973;From 55 to 64 years;Denmark;Females;Second quintile;55.8;13.7;30.5;0
2974;From 55 to 64 years;Denmark;Females;Third quintile;48.099999999999994;14.2;37.8;0
2980;From 55 to 64 years;Denmark;Males;Fifth quintile;88.4;1.8;9.8;0
2981;From 55 to 64 years;Denmark;Males;First quintile;80.0;5.0;15.0;0
2982;From 55 to 64 years;Denmark;Males;Fourth quintile;81.1;3.6;15.299999999999999;0
2983;From 55 to 64 years;Denmark;Males;Second quintile;63.2;8.2;28.5;0
2984;From 55 to 64 years;Denmark;Males;Third quintile;74.0;4.0;22.0;0
2990;From 55 to 64 years;Estonia;Females;Fifth quintile;8.9;11.0;80.1;3
2991;From 55 to 64 years;Estonia;Females;First quintile;2.6;35.4;62.0;2
2992;From 55 to 64 years;Estonia;Females;Fourth quintile;5.8;10.2;84.0;3
2993;From 55 to 64 years;Estonia;Females;Second quintile;5.4;20.2;74.5;3
2994;From 55 to 64 years;Estonia;Females;Third quintile;4.8999999999999995;23.7;71.4;3
3000;From 55 to 64 years;Estonia;Males;Fifth quintile;37.7;8.5;53.7;3
3001;From 55 to 64 years;Estonia;Males;First quintile;21.4;14.4;64.2;3
3002;From 55 to 64 years;Estonia;Males;Fourth quintile;33.4;14.1;52.400000000000006;3
3003;From 55 to 64 years;Estonia;Males;Second quintile;36.7;15.4;47.900000000000006;3
3004;From 55 to 64 years;Estonia;Males;Third quintile;24.5;12.0;63.5;3
3010;From 55 to 64 years;Finland;Females;Fifth quintile;44.199999999999996;9.2;46.6;0
3011;From 55 to 64 years;Finland;Females;First quintile;22.6;28.9;48.5;2
3012;From 55 to 64 years;Finland;Females;Fourth quintile;40.2;6.0;53.8;3
3013;From 55 to 64 years;Finland;Females;Second quintile;30.7;23.6;45.599999999999994;3
3014;From 55 to 64 years;Finland;Females;Third quintile;33.7;17.8;48.400000000000006;3
3015;From 55 to 64 years;Finland;Males;Fifth quintile;65.8;7.7;26.5;0
3016;From 55 to 64 years;Finland;Males;First quintile;48.6;14.6;36.8;0
3017;From 55 to 64 years;Finland;Males;Fourth quintile;65.2;7.3;27.5;0
3018;From 55 to 64 years;Finland;Males;Second quintile;45.9;17.4;36.7;0
3019;From 55 to 64 years;Finland;Males;Third quintile;65.2;6.5;28.4;0
3030;From 55 to 64 years;Germany;Females;Fifth quintile;62.4;7.9;29.700000000000003;0
3031;From 55 to 64 years;Germany;Females;First quintile;36.8;20.5;42.7;3
3032;From 55 to 64 years;Germany;Females;Fourth quintile;48.8;10.4;40.9;0
3033;From 55 to 64 years;Germany;Females;Second quintile;34.5;21.5;44.0;3
3034;From 55 to 64 years;Germany;Females;Third quintile;50.3;7.8;41.9;0
3040;From 55 to 64 years;Germany;Males;Fifth quintile;79.3;4.4;16.2;0
3041;From 55 to 64 years;Germany;Males;First quintile;54.599999999999994;21.8;23.7;0
3042;From 55 to 64 years;Germany;Males;Fourth quintile;73.4;5.9;20.700000000000003;0
3043;From 55 to 64 years;Germany;Males;Second quintile;63.900000000000006;11.6;24.6;0
3044;From 55 to 64 years;Germany;Males;Third quintile;59.199999999999996;16.2;24.6;0
3050;From 55 to 64 years;Greece;Females;Fifth quintile;22.9;33.8;43.3;2
3051;From 55 to 64 years;Greece;Females;First quintile;14.0;59.4;26.6;1
3052;From 55 to 64 years;Greece;Females;Fourth quintile;15.399999999999999;41.1;43.4;2
3053;From 55 to 64 years;Greece;Females;Second quintile;17.5;45.9;36.6;2
3054;From 55 to 64 years;Greece;Females;Third quintile;19.5;46.4;34.2;2
3060;From 55 to 64 years;Greece;Males;Fifth quintile;64.1;12.9;23.099999999999998;0
3061;From 55 to 64 years;Greece;Males;First quintile;49.8;21.3;28.799999999999997;0
3062;From 55 to 64 years;Greece;Males;Fourth quintile;62.7;9.9;27.4;0
3063;From 55 to 64 years;Greece;Males;Second quintile;43.0;26.2;30.700000000000003;0
3064;From 55 to 64 years;Greece;Males;Third quintile;32.4;24.1;43.4;3
3070;From 55 to 64 years;Hungary;Females;Fifth quintile;16.3;23.1;60.7;3
3071;From 55 to 64 years;Hungary;Females;First quintile;9.2;44.1;46.6;2
3072;From 55 to 64 years;Hungary;Females;Fourth quintile;15.6;36.6;47.8;2
3073;From 55 to 64 years;Hungary;Females;Second quintile;7.2;46.0;46.8;2
3074;From 55 to 64 years;Hungary;Females;Third quintile;10.7;37.6;51.7;2
3080;From 55 to 64 years;Hungary;Males;Fifth quintile;58.7;11.7;29.5;0
3081;From 55 to 64 years;Hungary;Males;First quintile;53.8;17.5;28.8;0
3082;From 55 to 64 years;Hungary;Males;Fourth quintile;51.3;8.9;39.900000000000006;0
3083;From 55 to 64 years;Hungary;Males;Second quintile;50.7;16.9;32.5;0
3084;From 55 to 64 years;Hungary;Males;Third quintile;49.3;18.9;31.8;0
3090;From 55 to 64 years;Iceland;Females;Fifth quintile;26.5;12.3;61.2;3
3091;From 55 to 64 years;Iceland;Females;First quintile;13.0;35.6;51.4;2
3092;From 55 to 64 years;Iceland;Females;Fourth quintile;15.5;13.8;70.80000000000001;3
3093;From 55 to 64 years;Iceland;Females;Second quintile;14.600000000000001;29.4;55.900000000000006;3
3094;From 55 to 64 years;Iceland;Females;Third quintile;7.3;28.3;64.4;3
3100;From 55 to 64 years;Iceland;Males;Fifth quintile;52.2;4.8;43.0;0
3101;From 55 to 64 years;Iceland;Males;First quintile;14.0;21.9;64.1;3
3102;From 55 to 64 years;Iceland;Males;Fourth quintile;42.7;10.3;47.0;0
3103;From 55 to 64 years;Iceland;Males;Second quintile;34.2;17.9;47.9;3
3104;From 55 to 64 years;Iceland;Males;Third quintile;37.3;22.1;40.6;0
3110;From 55 to 64 years;Ireland;Females;Fifth quintile;48.5;17.1;34.5;0
3111;From 55 to 64 years;Ireland;Females;First quintile;50.0;21.2;28.900000000000002;0
3112;From 55 to 64 years;Ireland;Females;Fourth quintile;48.5;25.3;26.1;0
3113;From 55 to 64 years;Ireland;Females;Second quintile;36.9;26.8;36.3;2
3114;From 55 to 64 years;Ireland;Females;Third quintile;46.5;21.4;32.1;0
3120;From 55 to 64 years;Ireland;Males;Fifth quintile;62.8;13.5;23.700000000000003;0
3121;From 55 to 64 years;Ireland;Males;First quintile;57.9;19.0;23.1;0
3122;From 55 to 64 years;Ireland;Males;Fourth quintile;53.9;18.0;28.0;0
3123;From 55 to 64 years;Ireland;Males;Second quintile;55.199999999999996;20.9;24.0;0
3124;From 55 to 64 years;Ireland;Males;Third quintile;53.2;19.9;26.9;0
3130;From 55 to 64 years;Latvia;Females;Fifth quintile;10.4;8.7;80.9;3
3131;From 55 to 64 years;Latvia;Females;First quintile;4.6;28.2;67.2;3
3132;From 55 to 64 years;Latvia;Females;Fourth quintile;4.1;25.0;70.9;3
3133;From 55 to 64 years;Latvia;Females;Second quintile;5.0;19.5;75.5;3
3134;From 55 to 64 years;Latvia;Females;Third quintile;6.6;27.5;65.9;3
3140;From 55 to 64 years;Latvia;Males;Fifth quintile;28.4;19.2;52.5;3
3141;From 55 to 64 years;Latvia;Males;First quintile;28.599999999999998;15.9;55.6;3
3142;From 55 to 64 years;Latvia;Males;Fourth quintile;26.799999999999997;10.9;62.3;3
3143;From 55 to 64 years;Latvia;Males;Second quintile;16.2;23.9;59.800000000000004;3
3144;From 55 to 64 years;Latvia;Males;Third quintile;15.8;22.5;61.7;3
3150;From 55 to 64 years;Lithuania;Females;Fifth quintile;6.5;11.3;82.19999999999999;3
3151;From 55 to 64 years;Lithuania;Females;First quintile;4.6;18.5;76.8;3
3152;From 55 to 64 years;Lithuania;Females;Fourth quintile;2.6;22.9;74.4;3
3153;From 55 to 64 years;Lithuania;Females;Second quintile;3.3;33.3;63.5;3
3154;From 55 to 64 years;Lithuania;Females;Third quintile;1.7;24.2;74.2;3
3160;From 55 to 64 years;Lithuania;Males;Fifth quintile;18.9;9.7;71.5;3
3161;From 55 to 64 years;Lithuania;Males;First quintile;29.9;19.9;50.1;3
3162;From 55 to 64 years;Lithuania;Males;Fourth quintile;32.2;8.6;59.1;3
3163;From 55 to 64 years;Lithuania;Males;Second quintile;33.7;12.4;54.0;3
3164;From 55 to 64 years;Lithuania;Males;Third quintile;11.0;18.4;70.7;3
3170;From 55 to 64 years;Luxembourg;Females;Fifth quintile;80.3;5.7;14.0;0
3171;From 55 to 64 years;Luxembourg;Females;First quintile;39.0;39.8;21.3;2
3172;From 55 to 64 years;Luxembourg;Females;Fourth quintile;48.5;15.9;35.7;0
3173;From 55 to 64 years;Luxembourg;Females;Second quintile;38.7;21.1;40.3;0
3174;From 55 to 64 years;Luxembourg;Females;Third quintile;55.7;18.5;25.9;0
3180;From 55 to 64 years;Luxembourg;Males;Fifth quintile;83.6;1.9;14.5;0
3181;From 55 to 64 years;Luxembourg;Males;First quintile;56.599999999999994;10.2;33.3;0
3182;From 55 to 64 years;Luxembourg;Males;Fourth quintile;77.1;16.4;6.5;0
3183;From 55 to 64 years;Luxembourg;Males;Second quintile;64.6;13.0;22.5;0
3184;From 55 to 64 years;Luxembourg;Males;Third quintile;76.0;8.5;15.5;0
3190;From 55 to 64 years;Malta;Females;Fifth quintile;19.099999999999998;33.9;47.0;2
3191;From 55 to 64 years;Malta;Females;First quintile;15.5;50.4;34.1;2
3192;From 55 to 64 years;Malta;Females;Fourth quintile;17.4;38.1;44.5;2
3193;From 55 to 64 years;Malta;Females;Second quintile;18.3;41.8;39.9;2
3194;From 55 to 64 years;Malta;Females;Third quintile;18.5;42.4;39.0;2
3200;From 55 to 64 years;Malta;Males;Fifth quintile;46.8;11.5;41.8;0
3201;From 55 to 64 years;Malta;Males;First quintile;37.3;22.9;39.8;0
3202;From 55 to 64 years;Malta;Males;Fourth quintile;62.7;11.8;25.5;0
3203;From 55 to 64 years;Malta;Males;Second quintile;53.3;19.1;27.6;0
3204;From 55 to 64 years;Malta;Males;Third quintile;48.099999999999994;16.2;35.8;0
3220;From 55 to 64 years;Norway;Females;Fifth quintile;51.5;8.8;39.7;0
3221;From 55 to 64 years;Norway;Females;First quintile;22.200000000000003;33.4;44.4;2
3222;From 55 to 64 years;Norway;Females;Fourth quintile;36.2;19.7;44.1;3
3223;From 55 to 64 years;Norway;Females;Second quintile;29.299999999999997;18.3;52.4;3
3224;From 55 to 64 years;Norway;Females;Third quintile;31.2;11.8;57.0;3
3230;From 55 to 64 years;Norway;Males;Fifth quintile;64.2;3.2;32.5;0
3231;From 55 to 64 years;Norway;Males;First quintile;35.4;21.1;43.4;3
3232;From 55 to 64 years;Norway;Males;Fourth quintile;54.800000000000004;7.2;38.0;0
3233;From 55 to 64 years;Norway;Males;Second quintile;39.7;16.1;44.2;0
3234;From 55 to 64 years;Norway;Males;Third quintile;48.0;14.1;37.8;0
3240;From 55 to 64 years;Poland;Females;Fifth quintile;12.0;19.7;68.3;3
3241;From 55 to 64 years;Poland;Females;First quintile;5.6;43.0;51.4;2
3242;From 55 to 64 years;Poland;Females;Fourth quintile;4.7;33.6;61.7;3
3243;From 55 to 64 years;Poland;Females;Second quintile;4.1000000000000005;42.4;53.5;2
3244;From 55 to 64 years;Poland;Females;Third quintile;4.1;36.9;59.099999999999994;2
3250;From 55 to 64 years;Poland;Males;Fifth quintile;30.200000000000003;8.8;61.0;3
3251;From 55 to 64 years;Poland;Males;First quintile;29.7;17.5;52.8;3
3252;From 55 to 64 years;Poland;Males;Fourth quintile;31.9;14.1;53.9;3
3253;From 55 to 64 years;Poland;Males;Second quintile;21.5;18.9;59.6;3
3254;From 55 to 64 years;Poland;Males;Third quintile;25.4;17.4;57.199999999999996;3
3260;From 55 to 64 years;Portugal;Females;Fifth quintile;45.8;24.5;29.6;0
3261;From 55 to 64 years;Portugal;Females;First quintile;26.700000000000003;55.0;18.299999999999997;2
3262;From 55 to 64 years;Portugal;Females;Fourth quintile;33.6;38.2;28.2;2
3263;From 55 to 64 years;Portugal;Females;Second quintile;31.2;46.7;22.1;2
3264;From 55 to 64 years;Portugal;Females;Third quintile;33.1;43.8;23.1;2
3270;From 55 to 64 years;Portugal;Males;Fifth quintile;84.3;5.0;10.7;0
3271;From 55 to 64 years;Portugal;Males;First quintile;73.3;14.9;11.8;0
3272;From 55 to 64 years;Portugal;Males;Fourth quintile;85.0;5.2;9.9;0
3273;From 55 to 64 years;Portugal;Males;Second quintile;72.8;17.9;9.3;0
3274;From 55 to 64 years;Portugal;Males;Third quintile;76.3;13.9;9.8;0
3280;From 55 to 64 years;Romania;Females;Fifth quintile;6.8;50.2;42.9;2
3281;From 55 to 64 years;Romania;Females;First quintile;8.4;50.1;41.5;2
3282;From 55 to 64 years;Romania;Females;Fourth quintile;3.9000000000000004;57.6;38.5;2
3283;From 55 to 64 years;Romania;Females;Second quintile;6.800000000000001;60.1;33.0;1
3284;From 55 to 64 years;Romania;Females;Third quintile;7.1000000000000005;51.4;41.6;2
3290;From 55 to 64 years;Romania;Males;Fifth quintile;31.0;23.6;45.4;3
3291;From 55 to 64 years;Romania;Males;First quintile;46.5;22.1;31.5;0
3292;From 55 to 64 years;Romania;Males;Fourth quintile;38.2;22.1;39.699999999999996;0
3293;From 55 to 64 years;Romania;Males;Second quintile;42.2;23.5;34.300000000000004;0
3294;From 55 to 64 years;Romania;Males;Third quintile;43.099999999999994;20.4;36.5;0
3310;From 55 to 64 years;Slovakia;Females;Fifth quintile;8.4;24.2;67.4;3
3311;From 55 to 64 years;Slovakia;Females;First quintile;7.7;40.1;52.2;2
3312;From 55 to 64 years;Slovakia;Females;Fourth quintile;12.7;38.4;48.9;2
3313;From 55 to 64 years;Slovakia;Females;Second quintile;7.8;45.4;46.7;2
3314;From 55 to 64 years;Slovakia;Females;Third quintile;5.8;31.1;63.1;3
3320;From 55 to 64 years;Slovakia;Males;Fifth quintile;39.900000000000006;10.6;49.5;3
3321;From 55 to 64 years;Slovakia;Males;First quintile;30.6;28.7;40.6;2
3322;From 55 to 64 years;Slovakia;Males;Fourth quintile;45.0;13.3;41.7;0
3323;From 55 to 64 years;Slovakia;Males;Second quintile;40.9;22.6;36.5;0
3324;From 55 to 64 years;Slovakia;Males;Third quintile;43.599999999999994;17.1;39.2;0
3330;From 55 to 64 years;Slovenia;Females;Fifth quintile;22.5;19.9;57.8;3
3331;From 55 to 64 years;Slovenia;Females;First quintile;12.0;51.6;36.400000000000006;2
3332;From 55 to 64 years;Slovenia;Females;Fourth quintile;24.7;32.0;43.2;2
3333;From 55 to 64 years;Slovenia;Females;Second quintile;19.3;36.4;44.4;2
3334;From 55 to 64 years;Slovenia;Females;Third quintile;25.6;31.6;42.8;2
3340;From 55 to 64 years;Slovenia;Males;Fifth quintile;63.7;10.9;25.4;0
3341;From 55 to 64 years;Slovenia;Males;First quintile;54.400000000000006;31.4;14.1;0
3342;From 55 to 64 years;Slovenia;Males;Fourth quintile;64.1;13.8;22.1;0
3343;From 55 to 64 years;Slovenia;Males;Second quintile;56.2;23.2;20.6;0
3344;From 55 to 64 years;Slovenia;Males;Third quintile;58.0;12.3;29.599999999999998;0
3350;From 55 to 64 years;Spain;Females;Fifth quintile;47.7;22.9;29.4;0
3351;From 55 to 64 years;Spain;Females;First quintile;24.3;52.6;23.1;2
3352;From 55 to 64 years;Spain;Females;Fourth quintile;33.1;38.9;27.900000000000002;2
3353;From 55 to 64 years;Spain;Females;Second quintile;24.299999999999997;48.4;27.3;2
3354;From 55 to 64 years;Spain;Females;Third quintile;26.9;46.9;26.1;2
3360;From 55 to 64 years;Spain;Males;Fifth quintile;69.9;14.7;15.4;0
3361;From 55 to 64 years;Spain;Males;First quintile;55.1;23.9;21.0;0
3362;From 55 to 64 years;Spain;Males;Fourth quintile;65.0;19.8;15.2;0
3363;From 55 to 64 years;Spain;Males;Second quintile;57.800000000000004;21.5;20.799999999999997;0
3364;From 55 to 64 years;Spain;Males;Third quintile;64.8;16.6;18.5;0
3370;From 55 to 64 years;Sweden;Females;Fifth quintile;68.7;1.4;29.799999999999997;0
3371;From 55 to 64 years;Sweden;Females;First quintile;40.2;41.4;18.4;2
3372;From 55 to 64 years;Sweden;Females;Fourth quintile;50.7;9.4;40.0;0
3373;From 55 to 64 years;Sweden;Females;Second quintile;38.1;11.1;50.7;3
3374;From 55 to 64 years;Sweden;Females;Third quintile;42.9;14.4;42.7;0
3380;From 55 to 64 years;Sweden;Males;Fifth quintile;66.4;5.1;28.6;0
3382;From 55 to 64 years;Sweden;Males;Fourth quintile;63.3;8.0;28.8;0
3383;From 55 to 64 years;Sweden;Males;Second quintile;42.6;25.1;32.3;0
3384;From 55 to 64 years;Sweden;Males;Third quintile;47.9;17.3;34.8;0
3390;From 55 to 64 years;Türkiye;Females;Fifth quintile;0.0;91.7;8.3;1
3391;From 55 to 64 years;Türkiye;Females;First quintile;0.0;98.1;1.9;1
3392;From 55 to 64 years;Türkiye;Females;Fourth quintile;0.3;97.9;1.8;1
3393;From 55 to 64 years;Türkiye;Females;Second quintile;0.0;98.3;1.7000000000000002;1
3394;From 55 to 64 years;Türkiye;Females;Third quintile;0.0;97.5;2.6;1
3400;From 55 to 64 years;Türkiye;Males;Fifth quintile;11.7;67.0;21.200000000000003;1
3401;From 55 to 64 years;Türkiye;Males;First quintile;2.6;87.6;9.8;1
3402;From 55 to 64 years;Türkiye;Males;Fourth quintile;9.9;73.1;17.1;1
3403;From 55 to 64 years;Türkiye;Males;Second quintile;8.200000000000001;80.0;11.7;1
3404;From 55 to 64 years;Türkiye;Males;Third quintile;7.199999999999999;73.6;19.200000000000003;1
3410;From 55 to 64 years;United Kingdom;Females;Fifth quintile;70.2;6.1;23.700000000000003;0
3411;From 55 to 64 years;United Kingdom;Females;First quintile;38.1;25.8;36.099999999999994;0
3412;From 55 to 64 years;United Kingdom;Females;Fourth quintile;57.4;10.3;32.3;0
3413;From 55 to 64 years;United Kingdom;Females;Second quintile;44.900000000000006;19.5;35.6;0
3414;From 55 to 64 years;United Kingdom;Females;Third quintile;51.599999999999994;18.3;30.1;0
3415;From 55 to 64 years;United Kingdom;Males;Fifth quintile;83.2;5.0;11.8;0
3416;From 55 to 64 years;United Kingdom;Males;First quintile;53.3;20.0;26.7;0
3417;From 55 to 64 years;United Kingdom;Males;Fourth quintile;78.6;4.6;16.8;0
3418;From 55 to 64 years;United Kingdom;Males;Second quintile;62.0;14.5;23.6;0
3419;From 55 to 64 years;United Kingdom;Males;Third quintile;65.1;11.9;23.0;0
3420;From 65 to 74 years;Austria;Females;Fifth quintile;51.9;18.2;29.799999999999997;0
3421;From 65 to 74 years;Austria;Females;First quintile;19.2;33.4;47.400000000000006;2
3422;From 65 to 74 years;Austria;Females;Fourth quintile;35.4;19.8;44.8;3
3423;From 65 to 74 years;Austria;Females;Second quintile;17.9;32.1;50.0;2
3424;From 65 to 74 years;Austria;Females;Third quintile;30.4;18.5;51.1;3
3430;From 65 to 74 years;Austria;Males;Fifth quintile;71.1;8.7;20.2;0
3431;From 65 to 74 years;Austria;Males;First quintile;61.099999999999994;18.5;20.5;0
3432;From 65 to 74 years;Austria;Males;Fourth quintile;72.3;10.7;17.0;0
3433;From 65 to 74 years;Austria;Males;Second quintile;51.0;23.3;25.7;0
3434;From 65 to 74 years;Austria;Males;Third quintile;65.19999999999999;13.1;21.7;0
3440;From 65 to 74 years;Belgium;Females;Fifth quintile;57.0;18.5;24.6;0
3441;From 65 to 74 years;Belgium;Females;First quintile;32.7;36.8;30.4;2
3442;From 65 to 74 years;Belgium;Females;Fourth quintile;58.0;15.0;27.1;0
3443;From 65 to 74 years;Belgium;Females;Second quintile;34.599999999999994;33.9;31.5;2
3444;From 65 to 74 years;Belgium;Females;Third quintile;47.5;32.7;19.8;0
3450;From 65 to 74 years;Belgium;Males;Fifth quintile;77.9;3.8;18.299999999999997;0
3451;From 65 to 74 years;Belgium;Males;First quintile;67.7;14.2;18.2;0
3452;From 65 to 74 years;Belgium;Males;Fourth quintile;61.900000000000006;11.3;26.9;0
3453;From 65 to 74 years;Belgium;Males;Second quintile;59.9;27.3;12.7;0
3454;From 65 to 74 years;Belgium;Males;Third quintile;76.1;9.8;14.1;0
3460;From 65 to 74 years;Bulgaria;Females;Fifth quintile;9.9;56.5;33.6;2
3461;From 65 to 74 years;Bulgaria;Females;First quintile;7.1;65.3;27.6;1
3462;From 65 to 74 years;Bulgaria;Females;Fourth quintile;15.100000000000001;47.6;37.4;2
3463;From 65 to 74 years;Bulgaria;Females;Second quintile;6.1000000000000005;67.6;26.299999999999997;1
3464;From 65 to 74 years;Bulgaria;Females;Third quintile;10.1;49.7;40.2;2
3470;From 65 to 74 years;Bulgaria;Males;Fifth quintile;38.5;27.8;33.7;0
3471;From 65 to 74 years;Bulgaria;Males;First quintile;41.2;25.5;33.3;0
3472;From 65 to 74 years;Bulgaria;Males;Fourth quintile;47.8;19.7;32.4;0
3473;From 65 to 74 years;Bulgaria;Males;Second quintile;32.400000000000006;37.8;29.9;2
3474;From 65 to 74 years;Bulgaria;Males;Third quintile;49.2;16.8;34.0;0
3480;From 65 to 74 years;Croatia;Females;Fifth quintile;3.4;68.3;28.200000000000003;1
3481;From 65 to 74 years;Croatia;Females;First quintile;9.6;74.7;15.8;1
3482;From 65 to 74 years;Croatia;Females;Fourth quintile;12.2;52.2;35.6;2
3483;From 65 to 74 years;Croatia;Females;Second quintile;15.899999999999999;59.2;24.9;1
3484;From 65 to 74 years;Croatia;Females;Third quintile;6.0;85.0;9.1;1
3490;From 65 to 74 years;Croatia;Males;Fifth quintile;55.8;19.8;24.4;0
3491;From 65 to 74 years;Croatia;Males;First quintile;31.8;33.1;35.1;2
3492;From 65 to 74 years;Croatia;Males;Fourth quintile;57.0;22.3;20.6;0
3493;From 65 to 74 years;Croatia;Males;Second quintile;44.2;35.3;20.4;0
3494;From 65 to 74 years;Croatia;Males;Third quintile;50.7;24.8;24.5;0
3500;From 65 to 74 years;Cyprus;Females;Fifth quintile;11.5;68.6;19.9;1
3501;From 65 to 74 years;Cyprus;Females;First quintile;2.5;81.3;16.2;1
3502;From 65 to 74 years;Cyprus;Females;Fourth quintile;7.3;60.0;32.7;1
